news_count,relevant_news_count,avg_sentiment,avg_sentiment_weighted,avg_sentiment_strong,final_sentiment_score,impact_score,high_impact_news,Date
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-14
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-27
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-04-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-07
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-08
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-14
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-17
1,1,0.7024151682853699,0.7024151682853699,0.7024151682853699,0.7916905879974365,0.7024151682853699,1,2010-05-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-27
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-05-31
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-07
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-08
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-14
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-27
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-06-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-07
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-08
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-14
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-18
1,1,0.0597662627696991,0.0597662627696991,0.0,0.04183638468384743,0.0597662627696991,0,2010-07-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-27
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-07-31
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-07
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-08
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-14
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-27
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-08-31
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-07
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-08
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-14
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-27
1,1,0.8320498466491699,0.8320498466491699,0.8320498466491699,0.8824349045753479,0.8320498466491699,1,2010-09-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-09-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-02
1,1,0.8443923592567444,0.8443923592567444,0.8443923592567444,0.8910746574401855,0.8443923592567444,1,2010-10-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-07
1,1,0.6656692028045654,0.6656692028045654,0.6656692028045654,0.7659684419631958,0.6656692028045654,1,2010-10-08
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-14
1,1,0.8703285455703735,0.8703285455703735,0.8703285455703735,0.9092299938201904,0.8703285455703735,1,2010-10-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-20
1,1,-0.40144801139831543,-0.40144798159599304,0.0,-0.2810135781764984,0.40144801139831543,0,2010-10-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-27
1,1,0.01263489294797182,0.01263489294797182,0.0,0.008844424970448017,0.01263489294797182,0,2010-10-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-10-31
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-07
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-08
1,1,0.82256019115448,0.82256019115448,0.82256019115448,0.8757921457290649,0.82256019115448,1,2010-11-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-14
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-16
1,1,0.8393421769142151,0.8393421769142151,0.8393421769142151,0.8875395059585571,0.8393421769142151,1,2010-11-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-21
1,1,0.8684714436531067,0.8684714436531067,0.8684714436531067,0.9079300165176392,0.8684714436531067,1,2010-11-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-27
1,1,0.8434843420982361,0.8434843420982361,0.8434843420982361,0.8904390335083008,0.8434843420982361,1,2010-11-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-11-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-07
1,1,0.8616365194320679,0.8616365194320679,0.8616365194320679,0.9031455516815186,0.8616365194320679,1,2010-12-08
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-10
1,1,-0.5946270227432251,-0.5946270227432251,0.0,-0.4162389039993286,0.5946270227432251,0,2010-12-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-14
1,1,0.7029410004615784,0.7029410004615784,0.7029410004615784,0.7920587062835693,0.7029410004615784,1,2010-12-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-16
1,1,0.16253629326820374,0.16253629326820374,0.0,0.11377540230751038,0.16253629326820374,0,2010-12-17
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-22
1,1,0.7173917293548584,0.7173917293548584,0.7173917293548584,0.8021742105484009,0.7173917293548584,1,2010-12-23
1,1,0.6791791915893555,0.6791791915893555,0.6791791915893555,0.7754254341125488,0.6791791915893555,1,2010-12-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-25
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-26
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-27
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2010-12-31
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-06
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-07
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-08
1,1,0.7142179012298584,0.7142179012298584,0.7142179012298584,0.799952507019043,0.7142179012298584,1,2011-01-09
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-10
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-11
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-12
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-13
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-14
1,1,0.7730630040168762,0.7730630040168762,0.7730630040168762,0.8411440849304199,0.7730630040168762,1,2011-01-15
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-16
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-17
1,1,0.819017231464386,0.819017231464386,0.819017231464386,0.8733120560646057,0.819017231464386,1,2011-01-18
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-19
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-20
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-21
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-22
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-23
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-24
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-25
1,1,0.21876868605613708,0.21876868605613708,0.0,0.15313807129859924,0.21876868605613708,0,2011-01-26
1,1,0.8460299372673035,0.8460299372673035,0.8460299372673035,0.8922209739685059,0.8460299372673035,1,2011-01-27
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-28
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-29
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-30
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-01-31
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-02-01
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-02-02
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-02-03
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-02-04
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-02-05
0,0,0.0,0.0,0.0,0.0,0.0,0,2011-02-06
